RazaoSocial;Municipio;UF;DescNaturezaJuridica;DataAbertura;IdadeEmp;PorteEmpresa;DS_ITCP_TP_MATERIAL_SERVICO;ANO_EMPENHO;VL_EMPENHADO
CURSO LOUREIRO LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;18/07/2013;8;NÃO INFORMADO;Serviço;2020;35880.00
CYRUS ONE DESENVOLVIMENTO E MANUTENCAO DE SISTEMAS EIRELI;SANTANA DE PARNAÍBA;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);02/08/2012;9;DEMAIS;Serviço;2020;1772.00
D E M - MAQUINAS, IMPLEMENTOS E SERVICOS LTDA;ITAJUBÁ;MG;Sociedade Empresária Limitada;02/03/2017;4;EMPRESA DE PEQUENO PORTE;Material;2020;7479.15
D M FERREIRA;ANANINDEUA;PA;Empresário (Individual);23/09/2009;12;NÃO INFORMADO;Serviço;2019;21230.00
D P I COMERCIO DE ELETRO ELETRONICOS EIRELI;BOTUCATU;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);14/08/2006;15;NÃO INFORMADO;Material;2020;5682.00
D V D INFORMATICA E TELECOMUNICACOES LTDA;BARRA DO GARÇAS;MT;Sociedade Empresária Limitada;24/03/1999;22;EMPRESA DE PEQUENO PORTE;Material;2019;22939.00
D. H. F. FRANQUI EIRELI;CAMPINAS;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);07/10/2016;5;NÃO INFORMADO;Material;2019;23508.90
DAAL TRADE SERVICOS E COMERCIO LTDA;SÃO CAETANO DO SUL;SP;Sociedade Empresária Limitada;12/07/2012;9;DEMAIS;Serviço;2020;42941.04
DACCORD TECNOLOGIA LTDA;RECIFE;PE;Sociedade Empresária Limitada;06/06/2014;7;NÃO INFORMADO;Serviço;2019;16058.00
DACMAX DISTRIBUIDORA EIRELI;BELO HORIZONTE;MG;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);09/12/2014;7;NÃO INFORMADO;Material;2020;44995.70
DAFMC  SOLUCOES, COMERCIO E SERVICOS LTDA;NITERÓI;RJ;Sociedade Empresária Limitada;23/10/2017;4;NÃO INFORMADO;Material;2018;2842.82
DAGGATT TECNOLOGIA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;02/09/1999;22;NÃO INFORMADO;Material;2019;3759600.00
DAL PRODUTOS E SERVICOS LTDA;RIO DE JANEIRO;RJ;Sociedade Simples Limitada;12/02/2007;14;NÃO INFORMADO;Material;2018;12659.45
DALVENISA ELISA DE SOUSA;PAULISTANA;PI;Empresário (Individual);19/07/2001;20;NÃO INFORMADO;Serviço;2019;80.00
DAMASO COMERCIO E SERVICOS LTDA;BELO HORIZONTE;MG;Sociedade Empresária Limitada;18/08/2008;13;EMPRESA DE PEQUENO PORTE;Material;2018;101437.73
DAMASO COMERCIO E SERVICOS LTDA;BELO HORIZONTE;MG;Sociedade Empresária Limitada;18/08/2008;13;EMPRESA DE PEQUENO PORTE;Material;2019;22371.35
DANIEL BATISTA SIMAO 01193253659;CAETANÓPOLIS;MG;Empresário (Individual);10/03/2015;6;NÃO INFORMADO;Material;2018;3022.00
DANIELE LUCIANE SCHMIDT BATISTA 96482770010;CAMPO BOM;RS;Empresário (Individual);01/03/2019;2;NÃO INFORMADO;Material;2020;8252.79
DAROS-SUPRIMENTOS PARA INFORMATICA E ESCRITORIO LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;16/03/2000;21;EMPRESA DE PEQUENO PORTE;Material;2020;1215.05
DATA CORPORE SERVICOS DE TELECOMUNICACOES E INFORMATICA EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);26/07/2006;15;DEMAIS;Serviço;2019;1440226.22
DATAEASY CONSULTORIA E INFORMATICA LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;24/12/2003;18;DEMAIS;Serviço;2020;207720.00
DATAINFO SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;03/06/2002;19;DEMAIS;Serviço;2018;10800686.46
DATALEGIS DISTRIBUIDORA LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;13/05/2010;11;DEMAIS;Serviço;2019;672307.29
DATAMELO ELETROELETRONICA LTDA.;CURITIBA;PR;Sociedade Empresária Limitada;29/03/1984;37;NÃO INFORMADO;Material;2018;158.00
DATANET PROVEDOR DE INTERNET LTDA;VARGINHA;MG;Sociedade Empresária Limitada;30/12/2008;13;NÃO INFORMADO;Serviço;2018;420.82
DATANET PROVEDOR DE INTERNET LTDA;VARGINHA;MG;Sociedade Empresária Limitada;30/12/2008;13;NÃO INFORMADO;Serviço;2019;2274.93
DATAPROXY SUPRIMENTOS DE INFORMATICA EIRELI;CHAPECÓ;SC;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);23/02/2015;6;NÃO INFORMADO;Serviço;2018;1160.00
DB3 SERVICOS DE TELECOMUNICACOES LTDA;FORTALEZA;CE;Sociedade Empresária Limitada;11/02/1993;28;DEMAIS;Serviço;2018;290596.00
DCG DISTRIBUIDORA DE PRODUTOS ELETRONICOS EIRELI;LONDRINA;PR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);20/02/2001;20;EMPRESA DE PEQUENO PORTE;Material;2020;743.60
DCLICK DESENVOLVIMENTO DE SOFTWARES LTDA.;SÃO PAULO;SP;Sociedade Empresária Limitada;28/09/2005;16;DEMAIS;Serviço;2020;16445.00
DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;10/11/1999;22;DEMAIS;Material;2018;7712663.69
DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;10/11/1999;22;DEMAIS;Material;2019;12402327.18
DECOLAR DISTRIBUIDORA E PRESTADORA DE SERVICOS EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);06/09/2019;2;NÃO INFORMADO;Material;2019;62563.57
DEEP OIL TECNOLOGIA EM EQUIPAMENTOS LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;23/05/2012;9;NÃO INFORMADO;Material;2018;112513.20
DEEP OIL TECNOLOGIA EM EQUIPAMENTOS LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;23/05/2012;9;NÃO INFORMADO;Material;2019;67542.79
EVOLUA TECNOLOGIC COMERCIO E SERVICOS EIRELI;PORTO VELHO;RO;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);05/04/2016;5;NÃO INFORMADO;Serviço;2018;40750.45
EVOLUA TECNOLOGIC COMERCIO E SERVICOS EIRELI;PORTO VELHO;RO;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);05/04/2016;5;NÃO INFORMADO;Serviço;2019;62824.92
EVOLUTION CARD PERSONALIZACAO EM CARTOES DE PVC LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;04/07/2005;16;EMPRESA DE PEQUENO PORTE;Material;2018;224900.00
EVOLUTION CARD PERSONALIZACAO EM CARTOES DE PVC LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;04/07/2005;16;EMPRESA DE PEQUENO PORTE;Material;2019;79100.00
EVOQUE LOGISTICA E TRANSPORTES EIRELI;CAMPINA GRANDE DO SUL;PR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);24/03/2010;11;NÃO INFORMADO;Material;2019;1713570.22
EXATEL TELEFONIA LTDA;NOVO HAMBURGO;RS;Sociedade Empresária Limitada;30/09/1994;27;EMPRESA DE PEQUENO PORTE;Serviço;2019;6540.00
EXATOP CERTIFICACAO DIGITAL E SISTEMAS EIRELI;PARNAÍBA;PI;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);01/10/2009;12;NÃO INFORMADO;Serviço;2019;400.00
EXCELER BRASIL SERVICOS E COMERCIO DE INSTALACOES LOGICAS E ELETRICAS EIRELI;PORTO ALEGRE;RS;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);01/03/2002;19;EMPRESA DE PEQUENO PORTE;Material;2018;298867.68
EXCELER BRASIL SERVICOS E COMERCIO DE INSTALACOES LOGICAS E ELETRICAS EIRELI;PORTO ALEGRE;RS;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);01/03/2002;19;EMPRESA DE PEQUENO PORTE;Material;2019;191917.15
EXITUS COMERCIAL PRODUTOS E SERVICOS LTDA;CAMPINAS;SP;Sociedade Empresária Limitada;16/05/2011;10;EMPRESA DE PEQUENO PORTE;Material;2020;254412.27
EXITUS SOLUCOES E SERVICOS EIRELI;RIO DE JANEIRO;RJ;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);12/03/2018;3;NÃO INFORMADO;Material;2020;9462.80
EXPRESS PRODUTOS E SERVICOS EIRELI;GOIÂNIA;GO;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);09/09/2015;6;NÃO INFORMADO;Material;2019;4340.00
F B GERA & CIA LTDA;PEDREIRA;SP;Sociedade Empresária Limitada;22/11/2006;15;EMPRESA DE PEQUENO PORTE;Serviço;2018;1.00
F. CAMPOS  TECNOLOGIA LTDA;SÃO JOSÉ DO RIO PRETO;SP;Sociedade Empresária Limitada;29/08/2011;10;EMPRESA DE PEQUENO PORTE;Serviço;2019;1704.00
F.B. BORGES EQUIPAMENTOS - EIRELI;CAMPO MOURÃO;PR;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);09/05/2016;5;EMPRESA DE PEQUENO PORTE;Material;2020;10632.00
F.S. ARRUDA SUPRIMENTOS DE INFORMATICA;RIO DE JANEIRO;RJ;Empresário (Individual);09/07/2013;8;NÃO INFORMADO;Material;2019;0.00
F3DBR COMERCIO DE ARTIGOS PARA IMPRESSAO 3D LTDA;NOVO HAMBURGO;RS;Sociedade Empresária Limitada;28/05/2012;9;EMPRESA DE PEQUENO PORTE;Material;2020;6095.00
F5 SOFTWARE LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;27/05/2004;17;DEMAIS;Serviço;2019;105790.08
FABESUL COMERCIO DE SUPRIMENTOS LTDA;SÃO JOSÉ DOS PINHAIS;PR;Sociedade Empresária Limitada;10/05/2010;11;DEMAIS;Material;2018;498.42
FABIANO GASPAR TEIXEIRA 04446491660;BELO HORIZONTE;MG;Empresário (Individual);20/05/2010;11;NÃO INFORMADO;Serviço;2019;120.00
FABIO HENRIQUE DA SILVA BRITO 01838703446;MACEIÓ;AL;Empresário (Individual);07/12/2017;4;NÃO INFORMADO;Serviço;2020;5578.00
FABIO SOARES PINTO EIRELI;RIO GRANDE;RS;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);14/07/1993;28;EMPRESA DE PEQUENO PORTE;Serviço;2018;150.00
FABRICA DAS BANDEIRAS INDUSTRIA COMERCIO DE CONFECCOES SERVICOS E ACESSORIOS EIRELI;APARECIDA DE GOIÂNIA;GO;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);18/01/2002;19;NÃO INFORMADO;Material;2019;0.00
FACIL SISTEMAS E SERVICOS LTDA;GUANHÃES;MG;Sociedade Empresária Limitada;12/02/2010;11;NÃO INFORMADO;Serviço;2018;15861.55
FACILITA SERVICOS GERAIS LTDA.;ITAPEMIRIM;ES;Sociedade Empresária Limitada;22/07/2002;19;NÃO INFORMADO;Serviço;2020;79973.87
FAGRON TECHNOLOGIES LTDA;JUNDIAÍ;SP;Sociedade Empresária Limitada;04/11/1992;29;DEMAIS;Serviço;2020;5138.00
FALABOR COMERCIO DE ARTIGOS PARA LABORATORIOS EIRELI;SÃO PAULO;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);29/03/2017;4;EMPRESA DE PEQUENO PORTE;Material;2018;11560.60
FALCON CERTIFICADOS DIGITAIS LTDA;CURITIBA;PR;Sociedade Empresária Limitada;24/07/2015;6;NÃO INFORMADO;Material;2018;42144.00
FALCON CERTIFICADOS DIGITAIS LTDA;CURITIBA;PR;Sociedade Empresária Limitada;24/07/2015;6;NÃO INFORMADO;Material;2019;878.00
FARDIN E LACERDA BREW SHOP LTDA;VITÓRIA;ES;Sociedade Empresária Limitada;08/06/2017;4;NÃO INFORMADO;Material;2019;0.00
FASHION HOUSE COMERCIO E SERVICOS DE ARTIGOS DE UTILIDADE DOMESTICA LTDA;VOLTA REDONDA;RJ;Sociedade Empresária Limitada;31/07/2006;15;NÃO INFORMADO;Material;2018;0.00
FAST COPY EQUIPAMENTOS E SUPRIMENTOS LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;27/03/2000;21;EMPRESA DE PEQUENO PORTE;Material;2018;1531.00
FATAL COMERCIO DE MATERIAL DE INFORMATICA E SERVICOS LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;16/08/2010;11;NÃO INFORMADO;Material;2018;1459899.18
FATAL COMERCIO DE MATERIAL DE INFORMATICA E SERVICOS LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;16/08/2010;11;NÃO INFORMADO;Material;2019;711169.48
FATTO CONSULTORIA E SISTEMAS LTDA;VITÓRIA;ES;Sociedade Empresária Limitada;24/03/1998;23;EMPRESA DE PEQUENO PORTE;Serviço;2018;1664481.39
FEDERACAO DAS CAMARAS DE DIRIGENTES LOJISTAS DE SC;FLORIANÓPOLIS;SC;Associação Privada;13/11/1973;48;DEMAIS;Serviço;2020;820.30
FEDERACAO DAS CAMARAS DE DIRIGENTES LOJISTAS DO ESTADO DA PARAIBA;JOÃO PESSOA;PB;Associação Privada;22/07/1980;41;DEMAIS;Serviço;2020;1080.00
FELIPE BRUNELLI ROSA 04973361976;ARAPONGAS;PR;Empresário (Individual);27/06/2017;4;NÃO INFORMADO;Material;2020;0.00
FELIPE TEIXEIRA LOPES 07554590162;BRASÍLIA;DF;Empresário (Individual);04/10/2017;4;NÃO INFORMADO;Material;2018;3310.00
FENIX MATERIAIS DE CONSTRUCAO LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;07/07/2017;4;NÃO INFORMADO;Material;2020;5558.73
FENIXPEL DISTRIBUIDORA MATERIAL DE ESCRITORIO E LIMPEZA LTDA;CRICIÚMA;SC;Sociedade Empresária Limitada;14/03/2018;3;NÃO INFORMADO;Material;2019;11858.40
DELBRAS SERVICOS TECNICOS ESPECIALIZADOS EIRELI;GUARULHOS;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);12/09/1995;26;EMPRESA DE PEQUENO PORTE;Serviço;2020;4489.02
DELENA DISTRIBUIDORA LTDA;DIVINÓPOLIS;MG;Sociedade Empresária Limitada;24/06/2016;5;NÃO INFORMADO;Material;2018;346.80
DELGADO & MANTELLI LTDA;DOURADOS;MS;Sociedade Empresária Limitada;27/08/1991;30;EMPRESA DE PEQUENO PORTE;Material;2020;8589.90
DELL COMPUTADORES DO BRASIL LTDA;ELDORADO DO SUL;RS;Sociedade Empresária Limitada;24/06/1993;28;DEMAIS;Serviço;2020;682652.61
DELTA E VICTOR DISTRIBUIDORA LTDA;BELO HORIZONTE;MG;Sociedade Empresária Limitada;27/06/2018;3;NÃO INFORMADO;Material;2018;849.00
DELTALAB CONSULTORIA E TREINAMENTOS LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;07/11/1995;26;NÃO INFORMADO;Serviço;2018;789162.08
DELTALAB CONSULTORIA E TREINAMENTOS LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;07/11/1995;26;NÃO INFORMADO;Serviço;2019;768501.37
DENISE NEVES DA SILVA - EIRELI;TRÊS CORAÇÕES;MG;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);17/02/2012;9;NÃO INFORMADO;Serviço;2019;68480.00
DEPOSITO DO NO & CONSTRUCOES LTDA;BETIM;MG;Sociedade Empresária Limitada;23/10/2003;18;NÃO INFORMADO;Material;2020;102.50
DEXION INFORMATICA LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;12/02/1992;29;EMPRESA DE PEQUENO PORTE;Serviço;2018;4643.16
DEXION INFORMATICA LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;12/02/1992;29;EMPRESA DE PEQUENO PORTE;Serviço;2019;14402.42
DF CARTUCHOS COMERCIO DE INFORMATICA LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;20/10/2003;18;NÃO INFORMADO;Serviço;2018;2090.00
DGS BRASIL LTDA.;BARUERI;SP;Sociedade Empresária Limitada;23/01/2018;3;DEMAIS;Material;2020;647000.00
DGW BRASIL EIRELI;INDAIAL;SC;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);12/09/2016;5;NÃO INFORMADO;Material;2018;75.00
DGW BRASIL EIRELI;INDAIAL;SC;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);12/09/2016;5;NÃO INFORMADO;Material;2019;3143.00
DICAPEL PAPEIS E EMBALAGENS LTDA;BLUMENAU;SC;Sociedade Empresária Limitada;01/09/1995;26;DEMAIS;Material;2018;6156.00
DICAPEL PAPEIS E EMBALAGENS LTDA;BLUMENAU;SC;Sociedade Empresária Limitada;01/09/1995;26;DEMAIS;Material;2019;0.00
DIETBOX INFORMATICA LTDA;PORTO ALEGRE;RS;Sociedade Empresária Limitada;06/05/2015;6;DEMAIS;Serviço;2019;439.00
DIFERENCIAL COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EIRELI;RECIFE;PE;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);09/06/2008;13;EMPRESA DE PEQUENO PORTE;Material;2018;4085.00
DIGICOLOR TECNOLOGIA E COMERCIO LTDA;UBERABA;MG;Sociedade Empresária Limitada;28/09/1992;29;NÃO INFORMADO;Serviço;2019;760.00
DIGILAB COMERCIAL IMPORTADORA E EXPORTADORA DE PRODUTOS PARA LABORATORIO EIRELI;PIRACICABA;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);10/05/2005;16;EMPRESA DE PEQUENO PORTE;Material;2018;2353.12
DIGITAL DATA EIRELI;SÃO BERNARDO DO CAMPO;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);14/03/2018;3;EMPRESA DE PEQUENO PORTE;Material;2019;66630.40
DIGITAL TECNOLOGIA DA INFORMACAO E SEGURANCA LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;24/12/2003;18;NÃO INFORMADO;Material;2020;6400.00
DIGITALSIGN CERTIFICACAO DIGITAL LTDA.;SÃO BERNARDO DO CAMPO;SP;Sociedade Empresária Limitada;30/08/2012;9;DEMAIS;Serviço;2020;15029.00
DINAMICA TELECOMUNICACOES LTDA;VILA VELHA;ES;Sociedade Empresária Limitada;23/07/1993;28;DEMAIS;Serviço;2020;215728.96
DINFO SERVICOS DE INTERNET EIRELI;TUCANO;BA;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);26/08/2009;12;NÃO INFORMADO;Serviço;2020;1380.00
DIOGO NOBRE CARDOSO 04156879500;ARACAJU;SE;Empresário (Individual);22/12/2016;5;NÃO INFORMADO;Material;2018;0.00
DIONISIO FERREIRA DO AMARAL EIRELI;ALMENARA;MG;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);17/11/2015;6;NÃO INFORMADO;Serviço;2020;1198.80
DIRECTA PRIME SOLUCOES EM IMPRESSAO LTDA;GOIÂNIA;GO;Sociedade Empresária Limitada;02/03/2016;5;DEMAIS;Material;2018;5400.00
DIROX DISTRIBUIDOR XEROGRAFICO LTDA;UBERLÂNDIA;MG;Sociedade Empresária Limitada;18/04/2002;19;EMPRESA DE PEQUENO PORTE;Serviço;2018;4000.00
DISTRIBUIDORA CECADI LTDA.;PORTO ALEGRE;RS;Sociedade Empresária Limitada;09/06/2005;16;NÃO INFORMADO;Material;2018;165.00
DISTRIBUIDORA PARANA COMERCIO DE MATERIAIS DE ESCRITORIO E INFORMATICA LTDA;CURITIBA;PR;Sociedade Empresária Limitada;21/09/2000;21;EMPRESA DE PEQUENO PORTE;Material;2018;6230.24
DISTRIVISA COMERCIO LOCACAO E SERVICOS S/A;BELO HORIZONTE;MG;Sociedade Anônima Fechada;30/12/1997;24;DEMAIS;Serviço;2018;144251.55
DIVISCRITA COMERCIO DE DIVISORIAS E MOVEIS LTDA;VIÇOSA;MG;Sociedade Empresária Limitada;17/10/2003;18;NÃO INFORMADO;Material;2020;3126.40
DJ & 3V COMERCIO E SISTEMAS REPROGRAFICOS EIRELI;SÃO PAULO;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);03/11/2010;11;EMPRESA DE PEQUENO PORTE;Serviço;2019;5670.00
DJALMA BARBOSA FONSECA 13783887801;CAMPINAS;SP;Empresário (Individual);22/10/2016;5;NÃO INFORMADO;Serviço;2020;15000.00
DMSS SOFTWARE LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;01/06/1998;23;DEMAIS;Serviço;2018;11402.80
DOCFILE SOLUCOES DE DOCUMENTOS LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;05/09/2007;14;NÃO INFORMADO;Serviço;2018;17581.44
DOMICIO MARCONDES RIBON;SANTA TERESA;ES;Empresário (Individual);18/04/2017;4;NÃO INFORMADO;Serviço;2020;66150.00
DONNER SILVA MUNIZ;ITUIUTABA;MG;Empresário (Individual);21/06/2011;10;NÃO INFORMADO;Serviço;2020;29749.92
DOUGLAS CORDEIRO EIRELI;BIGUAÇU;SC;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);22/02/2017;4;EMPRESA DE PEQUENO PORTE;Material;2018;34733.54
DOUGLAS CORDEIRO EIRELI;BIGUAÇU;SC;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);22/02/2017;4;EMPRESA DE PEQUENO PORTE;Material;2019;48034.71
DOUGLAS E. C. MONTEIRO EIRELI;CUIABÁ;MT;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);23/01/2019;2;NÃO INFORMADO;Material;2019;182.60
ELSEVIER EDITORA LTDA;RIO DE JANEIRO;RJ;Sociedade Empresária Limitada;26/10/1976;45;DEMAIS;Serviço;2018;954042.00
ELV EQUIPAMENTOS PARA ESCRITORIO LTDA;SÃO LUIZ GONZAGA;RS;Sociedade Empresária Limitada;10/10/2006;15;NÃO INFORMADO;Material;2019;1000.00
EMAV COPIADORA LTDA;ITABIRA;MG;Sociedade Empresária Limitada;22/07/2010;11;NÃO INFORMADO;Serviço;2018;6000.00
EMAV COPIADORA LTDA;ITABIRA;MG;Sociedade Empresária Limitada;22/07/2010;11;NÃO INFORMADO;Serviço;2019;20066.95
EMERSON PROCESS MANAGEMENT LTDA;SOROCABA;SP;Sociedade Empresária Limitada;05/05/1972;49;DEMAIS;Material;2018;6855.23
EMILLY PEREIRA PINTO 03768891283;BELÉM;PA;Empresário (Individual);27/08/2019;2;NÃO INFORMADO;Material;2020;11639.98
EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;BRASÍLIA;DF;Empresa Pública;13/02/1970;51;DEMAIS;Serviço;2018;534.00
EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;BRASÍLIA;DF;Empresa Pública;13/02/1970;51;DEMAIS;Serviço;2019;0.00
EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;PORTO ALEGRE;RS;Empresa Pública;13/02/1970;51;DEMAIS;Serviço;2020;4671.00
EMPRESA DE TECNOLOGIA E INFORMACOES DA PREVIDENCIA - DATAPREV S.A.;BRASÍLIA;DF;Empresa Pública;16/04/1975;46;DEMAIS;Serviço;2018;571808418.38
EMPRESA DE TECNOLOGIA E INFORMACOES DA PREVIDENCIA - DATAPREV S.A.;BRASÍLIA;DF;Empresa Pública;16/04/1975;46;DEMAIS;Serviço;2019;1011037281.82
EMPRESA GERENCIAL DE PROJETOS NAVAIS;RIO DE JANEIRO;RJ;Empresa Pública;06/08/1982;39;DEMAIS;Material;2020;6721.24
EMPRESA JUNIOR DE ENGENHARIA DO INSTITUTO MILITAR DE ENGENHARIA;RIO DE JANEIRO;RJ;Associação Privada;07/05/2009;12;DEMAIS;Serviço;2019;2000.00
EMPRESA MATO-GROSSENSE DE TECNOLOGIA DA INFORMACAO - MTI;CUIABÁ;MT;Empresa Pública;14/11/1980;41;DEMAIS;Serviço;2020;4840500.00
EMPRESA SULAMERICANA DE TECNOLOGIA INDUSTRIA E COMERCIO EIRELI;JOÃO PESSOA;PB;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);07/06/2006;15;DEMAIS;Material;2019;752.81
ENERGY SHOP COMERCIO DE ENERGIA EIRELI;SÃO JOSÉ;SC;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);07/04/2015;6;EMPRESA DE PEQUENO PORTE;Material;2018;1604.82
ENG COMERCIO DE COMPUTADORES LIMITADA;SÃO PAULO;SP;Sociedade Empresária Limitada;23/09/1983;38;EMPRESA DE PEQUENO PORTE;Material;2020;479371.00
ENG COMERCIO DE COMPUTADORES LIMITADA;SÃO PAULO;SP;Sociedade Empresária Limitada;23/09/1983;38;EMPRESA DE PEQUENO PORTE;Serviço;2020;261627.45
ENGEMAQ COMPONENTES PARA TRATORES LTDA;CARAPICUÍBA;SP;Sociedade Empresária Limitada;28/10/1985;36;EMPRESA DE PEQUENO PORTE;Material;2020;0.00
ENOQUE INFORMATICA LTDA;BRASÍLIA;DF;Sociedade Empresária Limitada;07/08/2012;9;NÃO INFORMADO;Material;2020;332170.88
ENRICO GUIDO OLIVEIRA MINNITI;CURITIBA;PR;Empresário (Individual);01/12/2017;4;NÃO INFORMADO;Material;2019;42289.20
ENTEL COMERCIO E SERVICOS LTDA;SALVADOR;BA;Sociedade Empresária Limitada;27/09/1985;36;DEMAIS;Serviço;2019;96000.00
ENTELE TELECOMUNICACOES LTDA;APARECIDA DE GOIÂNIA;GO;Sociedade Empresária Limitada;29/07/1988;33;EMPRESA DE PEQUENO PORTE;Serviço;2018;8654.45
ENVISION SERVICOS E SOLUCOES EM INFORMATICA LTDA;SÃO PAULO;SP;Sociedade Empresária Limitada;23/05/2005;16;DEMAIS;Serviço;2020;330939.00
EPS COMERCIO DE PAPEIS LTDA;SÃO JOSÉ;SC;Sociedade Empresária Limitada;11/11/2016;5;NÃO INFORMADO;Material;2019;0.00
EQUINIX DO BRASIL SOLUCOES DE TECNOLOGIA EM INFORMATICA LTDA.;SÃO PAULO;SP;Sociedade Empresária Limitada;25/02/2000;21;DEMAIS;Serviço;2019;312291.76
EQUITECH SOLUCOES EM EQUIPAMENTOS PARA ESCRITORIOS EIRELI;LAURO DE FREITAS;BA;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);07/07/2017;4;EMPRESA DE PEQUENO PORTE;Serviço;2020;103015.68
ER DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS EIRELI;LIMEIRA;SP;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);28/01/2013;8;NÃO INFORMADO;Material;2018;5025.00
ERICK ALMEIDA NASCIMENTO 00340046104;BRASÍLIA;DF;Empresário (Individual);27/09/2019;2;NÃO INFORMADO;Material;2020;4750.00
ERICK GUIMARAES 03763655794;RIO DE JANEIRO;RJ;Empresário (Individual);27/06/2017;4;NÃO INFORMADO;Material;2018;11480.00
ERICK GUIMARAES 03763655794;RIO DE JANEIRO;RJ;Empresário (Individual);27/06/2017;4;NÃO INFORMADO;Material;2019;7650.00
ERLAN MARTINS DE SOUZA COM. E SERVICOS;MARABÁ;PA;Empresário (Individual);17/08/2012;9;NÃO INFORMADO;Serviço;2020;2430.00
ESCOLA & ESCRITORIO LIVRARIA E PAPELARIA LTDA;NATAL;RN;Sociedade Empresária Limitada;13/09/1995;26;EMPRESA DE PEQUENO PORTE;Material;2019;443.30
